,TICKER,COMPANY NAME,INSIDER,POSITION,DATE,SHARES,TRANS. PRICE,MKT VALUE,RANK,next_day_high_price,next_2day_high_price,next_3day_high_price,high_avg,high_diff,next_day_low_price,next_2day_low_price,next_3day_low_price,low_avg,low_diff
2516,HZN,Horizon Global Corp,Barrett John Frederick,Director,2022-05-17,1300,2.27,2951,2.1,2.450000047683716,2.5899999141693115,2.4200000762939453,2.486666679382324,0.08713137196021106,2.309999942779541,2.4000000953674316,2.2899999618530282,2.333333333333333,0.0271428571428572
2517,HZN,Horizon Global Corp,"Corre Partners Management, Llc",See Remarks,2022-05-17,1300,2.27,2951,2.1,2.450000047683716,2.5899999141693115,2.4200000762939453,2.486666679382324,0.08713137196021106,2.309999942779541,2.4000000953674316,2.2899999618530282,2.333333333333333,0.0271428571428572
2518,TFSCU,1347 Capital Corporation,Mccann Michael M,Chief Operating Officer,2022-05-16,500,5.84,2922,2.66,,,,,,,,,,
2519,NVCT,"Nuvectis Pharma, Inc.",Shemesh Shay,Chief Dev. & Ops. Officer,2022-05-17,142,19.55,2776,2.66,20.920000076293945,19.190000534057614,18.520000457763672,19.543333689371746,-0.00034110406823172014,18.010000228881836,17.510000228881836,15.210000038146973,16.910000165303547,-0.1561206273736937
2520,YELL,Yellow Corp,Dawson Leah K.,"Exec. VP, Gen. Counsel, Sec.",2022-05-20,798,3.42,2725,2.66,3.75,3.5499999523162837,3.5199999809265137,3.6066666444142665,0.051756001543242544,3.490000009536743,3.259999990463257,3.2699999809265137,3.339999993642172,-0.023952097757518533
2521,PEI,Pennsylvania Real Estate Investment Trust,Aristone Joseph J.,EVP - Leasing,2022-05-16,5000,0.52,2612,2.66,0.5099999904632568,0.5099999904632568,0.479999989271164,0.4999999900658925,-0.04000002066294401,0.479999989271164,0.44999998807907104,0.44999998807907104,0.4599999884764354,-0.13043481092747528
2522,CCAP,"Crescent Capital Bdc, Inc.",Bouek Kirill,Controller,2022-05-18,149,17.46,2602,2.66,17.440000534057614,17.379999160766598,17.149999618530273,17.323333104451493,-0.007889180143594075,17.079999923706055,16.549999237060547,16.75,16.793333053588867,-0.03969831029276597
2523,GABC,German American Bancorp,Ramsey Chris A,,2022-05-16,73,34.82,2542,0.01,35.63999938964844,35.86999893188477,35.810001373291016,35.77333323160807,0.026649270433814043,35.139999389648445,35.209999084472656,35.049999237060554,35.133332570393875,0.008918384550229688
2524,GABC,German American Bancorp,Kelly Jason M,,2022-05-16,73,34.82,2542,0.01,35.63999938964844,35.86999893188477,35.810001373291016,35.77333323160807,0.026649270433814043,35.139999389648445,35.209999084472656,35.049999237060554,35.133332570393875,0.008918384550229688
2525,GABC,German American Bancorp,Bawel Zachary W,,2022-05-16,73,34.82,2542,0.01,35.63999938964844,35.86999893188477,35.810001373291016,35.77333323160807,0.026649270433814043,35.139999389648445,35.209999084472656,35.049999237060554,35.133332570393875,0.008918384550229688
2526,GAIN,Gladstone Investment Corp,Easton Rachael Z.,CFO and Treasurer,2022-05-20,175,14.52,2540,2.66,15.079999923706055,14.93000030517578,14.880000114440918,14.963333447774255,0.029627986926950213,14.649999618530273,14.539999961853027,14.539999961853027,14.576666514078774,0.00388748099739024
2527,MEDS,Trxade Group Inc,Fell Donald G.,Director,2022-05-12,2000,1.26,2520,2.31,1.2799999713897705,1.2860000133514404,1.4199999570846558,1.3286666472752888,0.05168086925046569,1.2200000286102295,1.2400000095367432,1.2799999713897705,1.246666669845581,-0.010695184588572096
2528,LCNB,LCNB Corp,Lawson Takeitha W,Director,2022-05-16,158,15.8,2496,2.31,16.299999237060547,16.139999389648438,15.979999542236328,16.139999389648438,0.0210656383213062,16.010000228881836,15.699999809265135,15.649999618530273,15.786666552225745,-0.0008446018499309298
2529,CFSB,"Cfsb Bancorp, Inc. /ma/",Baharian Paul N,Director,2022-05-18,257,9.68,2488,2.02,9.470000267028807,9.371000289916992,9.305999755859377,9.382333437601725,-0.03172628263298681,9.34000015258789,9.1899995803833,9.130000114440918,9.21999994913737,-0.04989154592193555
2530,VNGM,Vanguard Minerals Corp,Blackwell Berekk Alan,Chief Operating Officer,2022-05-19,3000,0.78,2340,2.66,,,,,,,,,,
2531,VIRI,"Virios Therapeutics, Llc",Whitley Richard James,,2022-05-18,500,4.53,2263,0.01,4.889999866485597,5.005000114440918,4.574999809265137,4.823333263397217,0.060815466686333274,4.394999980926514,4.4099998474121085,4.340000152587892,4.381666660308838,-0.03385317761271854
2532,BAFN,Bayfirst Financial Corp.,Helal Tarek,Director,2022-05-19,133,16.26,2163,2.31,16.464000701904293,16.5,,16.482000350952152,0.0134692601762578,16.25,16.200000762939453,,16.225000381469727,-0.002157141307081103
2533,RCG,"RENN Global Entrepreneurs Fund, Inc",Kesslen Jay H,Vice-President and CCO,2022-05-17,1000,2.15,2150,2.66,2.1400001049041752,2.1400001049041752,2.1400001049041752,2.1400001049041752,-0.0046728479465532,2.039999961853028,2.059999942779541,2.059999942779541,2.053333282470703,-0.047077948014840124
2534,RCG,"RENN Global Entrepreneurs Fund, Inc",Kesslen Jay H,Vice-President & CCO,2022-05-18,1000,2.14,2140,2.66,2.1400001049041752,2.1400001049041752,2.0999999046325684,2.126666704813639,-0.006269574426581034,2.059999942779541,2.059999942779541,2.0699999332427983,2.06333327293396,-0.03715673472226995
2535,RCG,"RENN Global Entrepreneurs Fund, Inc",Kesslen Jay H,Vice-President & CCO,2022-05-19,1000,2.14,2140,2.66,2.1400001049041752,2.0999999046325684,,2.120000004768372,-0.00943395999369996,2.059999942779541,2.0699999332427983,,2.064999938011169,-0.03631964369987551
2536,KFS,Kingsway Financial Services Inc (USA),Fitzgerald John Taylor Maloney,President and CEO,2022-05-17,386,5.4,2084,2.73,5.400000095367432,5.389999866485597,5.389999866485597,5.393333276112873,-0.0012361045657336414,5.349999904632568,5.329999923706055,5.300000190734863,5.326666673024495,-0.013767207801246996
2537,TFFP,"Tff Pharmaceuticals, Inc.",Coleman Kirk Allen,Chief Financial Officer,2022-05-17,425,4.83,2053,2.66,5.25,5.480000019073486,5.619999885559082,5.449999968210857,0.11376146272059373,4.929999828338623,5.070000171661377,5.289999961853027,5.096666653951009,0.0523217765761245
2538,VMCI,Vemics Inc,Mcdermott Robert P,CEO and President,2022-05-17,24165,0.08,1933,0.01,,,,,,,,,,
2539,NVCT,"Nuvectis Pharma, Inc.",Shemesh Shay,Chief Dev. & Ops. Officer,2022-05-16,100,19.28,1928,2.66,20.75,20.920000076293945,19.190000534057614,20.286666870117188,0.049622093001390685,18.979999542236328,18.010000228881836,17.510000228881836,18.166666666666668,-0.06128440366972476
2540,SNCR,Synchronoss Technologies Inc,Riley Bryant R,10% Owner,2022-05-17,1224,1.5,1836,1.42,1.600000023841858,1.6299999952316284,1.649999976158142,1.6266666650772097,0.0778688515579787,1.5299999713897705,1.5199999809265137,1.5199999809265137,1.5233333110809326,0.01531727226812606
2541,CRTD,"Creatd, Inc",Frommer Jeremy,Executive Chairman,2022-05-17,2330,0.73,1732,2.73,0.7599999904632568,0.7900000214576721,0.8399999737739563,0.7966666618982949,0.08368200288366773,0.7120000123977661,0.7099999785423279,0.734000027179718,0.718666672706604,-0.015769935804471086
2542,GABC,German American Bancorp,Seger Thomas W,,2022-05-16,49,34.82,1706,0.01,35.63999938964844,35.86999893188477,35.810001373291016,35.77333323160807,0.026649270433814043,35.139999389648445,35.209999084472656,35.049999237060554,35.133332570393875,0.008918384550229688
2543,ORRF,Orrstown Financial Services Inc,Longenecker Thomas D,Director,2022-05-17,70,23.96,1677,2.31,24.32999992370605,24.03000068664551,24.489999771118164,24.283333460489914,0.013315036052030807,23.61000061035156,23.440000534057607,23.3700008392334,23.47333399454753,-0.02073271762611644
2544,LYRA,"Lyra Therapeutics, Inc.",Merrifield C Ann,Director,2022-05-16,328,5.0,1640,2.31,5.360000133514403,5.690000057220459,5.6599998474121085,5.570000012715656,0.10233393382664524,5.119999885559082,5.190000057220459,4.949999809265137,5.0866665840148935,0.017037991891830834
2545,RAND,Rand Capital Corp,Gusky Adam Samuel,Director,2022-05-13,112,14.4,1613,2.02,15.0,15.449999809265135,15.449999809265135,15.299999872843426,0.058823521589753014,14.880000114440918,15.449999809265135,15.449999809265135,15.259999910990395,0.05635648204499767
2546,KFS,Kingsway Financial Services Inc (USA),Hansen Kent A,CFO & EVP,2022-05-17,278,5.4,1501,2.66,5.400000095367432,5.389999866485597,5.389999866485597,5.393333276112873,-0.0012361045657336414,5.349999904632568,5.329999923706055,5.300000190734863,5.326666673024495,-0.013767207801246996
2547,RCG,"RENN Global Entrepreneurs Fund, Inc",Stahl Murray,President and CEO,2022-05-16,677,2.16,1462,2.58,2.1600000858306885,2.1400001049041752,2.1400001049041752,2.1466667652130127,-0.00621113393240818,2.1400001049041752,2.039999961853028,2.059999942779541,2.0800000031789145,-0.03846153687443253
2548,RCG,"RENN Global Entrepreneurs Fund, Inc",Stahl Murray,President and CEO,2022-05-17,675,2.15,1451,2.58,2.1400001049041752,2.1400001049041752,2.1400001049041752,2.1400001049041752,-0.0046728479465532,2.039999961853028,2.059999942779541,2.059999942779541,2.053333282470703,-0.047077948014840124
2549,RCG,"RENN Global Entrepreneurs Fund, Inc",Stahl Murray,President & CEO,2022-05-18,675,2.13,1438,2.58,2.1400001049041752,2.1400001049041752,2.0999999046325684,2.126666704813639,-0.0015673801535595194,2.059999942779541,2.059999942779541,2.0699999332427983,2.06333327293396,-0.03231020792450222
2550,RCG,"RENN Global Entrepreneurs Fund, Inc",Stahl Murray,President and CEO,2022-05-19,675,2.09,1411,2.58,2.1400001049041752,2.0999999046325684,,2.120000004768372,0.014150945613629604,2.059999942779541,2.0699999332427983,,2.064999938011169,-0.012106567912495116
2551,UNB,Union Bankshares Inc,Van Dyke Cornelius John,Chairman,2022-05-10,50,28.0,1400,2.73,30.0,29.54999923706055,29.60000038146973,29.716666539510086,0.05776780303496285,28.26000022888184,28.10000038146973,28.459999084472656,28.273333231608078,0.009667527679492072
2552,KBNT,"Kubient, Inc.",Seemab Muhammad Asif,Director to Mithaq Capital SPC,2022-05-17,1312,1.0,1312,0.01,1.0700000524520874,1.1100000143051147,1.1399999856948853,1.1066666841506958,0.096385556444718,1.0290000438690186,1.0199999809265137,0.9499999880790708,0.9996666709582008,-0.00033344018709700884
2553,BTTR,Better Choice Co Inc,Young Michael,Director,2022-05-20,500,2.4,1200,2.02,2.450000047683716,2.4300000667572017,2.5,2.4600000381469727,0.024390259031121214,2.299999952316284,2.2699999809265137,2.289999961853028,2.2866666316986084,-0.04956269826581757
2554,MACK,Merrimack Pharmaceuticals Inc,Crocker Gary L,See Remarks,2022-05-17,225,5.1,1147,2.58,5.139999866485597,5.25,5.800000190734862,5.396666685740154,0.054972208404874975,4.920000076293945,4.900000095367432,5.170000076293945,4.9966667493184405,-0.020680436752291743
2555,VIRI,"Virios Therapeutics, Llc",Pridgen William,,2022-05-18,241,4.5,1085,0.01,4.889999866485597,5.005000114440918,4.574999809265137,4.823333263397217,0.06703523180761588,4.394999980926514,4.4099998474121085,4.340000152587892,4.381666660308838,-0.02700646782720379
2556,UMH,UMH Properties Inc,Mitchell William Edward,Director,2022-05-16,54,18.5,1000,2.31,19.86000061035156,19.81999969482422,19.26000022888184,19.64666684468587,0.058364446944140426,19.489999771118164,19.15999984741211,18.81999969482422,19.156666437784832,0.03427874259425509
2557,OXY,Occidental Petroleum Corp,Buffett Warren E,10% Owner,2022-05-10,716355,57.32,41058675,1.5,63.43000030517578,60.22999954223633,64.47000122070311,62.71000035603842,0.08595120914425901,58.95000076293945,57.06000137329102,60.75,58.92000071207681,0.027155476794637385
2558,FISV,Fiserv Inc,"Valueact Holdings Gp, Llc",See Remarks,2022-05-09,432950,94.11,40744925,2.1,95.62000274658205,94.66000366210938,93.62999725341795,94.63666788736981,0.0055651567106800685,91.86000061035156,91.83000183105469,91.33000183105469,91.673334757487,-0.026579869151252968
2559,APPN,Appian Corp,Moran Colin T.,10% Owner,2022-05-10,650000,45.39,36976644,1.5,59.58000183105469,55.97000122070313,57.58000183105469,57.71000162760416,0.2134812212812552,49.7509994506836,47.9000015258789,54.58000183105469,50.74366760253906,0.1055041516603183
2560,IHRT,"iHeartMedia, Inc",Tabor Michael,,2022-05-06,2585028,14.04,36283970,0.01,13.449999809265135,13.369999885559082,12.960000038146973,13.259999910990395,-0.058823536519265626,11.380000114440918,12.095000267028807,11.81999969482422,11.765000025431313,-0.19337016316625816
2561,PRTA,Prothena Corp Plc,"Ecor1 Capital, Llc",10% Owner,2022-05-05,1062736,29.02,30840599,1.5,30.10000038146973,29.95000076293945,29.07999992370605,29.710000356038407,0.02322451523963619,26.85000038146973,26.59499931335449,26.5,26.648333231608078,-0.08899869075409371
2562,IHRT,"iHeartMedia, Inc",Tabor Michael,,2022-05-09,2193594,12.46,27326917,0.01,13.369999885559082,12.960000038146973,12.1899995803833,12.839999834696453,0.029595003083225036,12.095000267028807,11.81999969482422,11.399999618530273,11.771666526794435,-0.05847374894954732
2563,IHRT,"iHeartMedia, Inc",Tabor Michael,,2022-05-06,1292514,14.04,18141985,0.01,13.449999809265135,13.369999885559082,12.960000038146973,13.259999910990395,-0.058823536519265626,11.380000114440918,12.095000267028807,11.81999969482422,11.765000025431313,-0.19337016316625816
2564,APPN,Appian Corp,Moran Colin T.,10% Owner,2022-05-09,341538,42.87,14704075,1.5,59.9000015258789,59.58000183105469,55.97000122070313,58.48333485921225,0.2669706660332973,45.27999877929688,49.7509994506836,47.9000015258789,47.64366658528647,0.10019519754511692
2565,ANAB,Anaptysbio Inc,Nodelman Oleg,Director,2022-05-05,668237,21.63,14453966,2.25,22.959999084472656,22.71999931335449,23.614999771118164,23.098332722981766,0.06356877531341679,20.770000457763672,21.65999984741211,22.5,21.643333435058594,0.000616052748926226
2566,PRM,"Perimeter Solutions, Sa",Amin Snehal,10% Owner,2022-05-09,1600000,8.65,13840000,2.45,8.920000076293945,8.619999885559082,8.680000305175781,8.740000089009602,0.01029749291682235,7.920000076293945,7.934999942779541,8.147000312805176,8.000666777292889,-0.08115988839205507
2567,IHRT,"iHeartMedia, Inc",Tabor Michael,,2022-05-09,1096797,12.46,13663458,0.01,13.369999885559082,12.960000038146973,12.1899995803833,12.839999834696453,0.029595003083225036,12.095000267028807,11.81999969482422,11.399999618530273,11.771666526794435,-0.05847374894954732
2568,RAPT,"Rapt Therapeutics, Inc.","Tcg Iv Gp, Llc",10% Owner,2022-05-10,1250000,10.67,13339375,1.5,12.979999542236328,12.760000228881836,14.65999984741211,13.466666539510095,0.2076732598453301,10.9399995803833,10.9399995803833,12.880000114440918,11.586666425069176,0.07911390484892647
2569,RAPT,"Rapt Therapeutics, Inc.",Column Group Llc,10% Owner,2022-05-10,1250000,10.67,13339375,1.5,12.979999542236328,12.760000228881836,14.65999984741211,13.466666539510095,0.2076732598453301,10.9399995803833,10.9399995803833,12.880000114440918,11.586666425069176,0.07911390484892647
2570,GRPN,"Groupon, Inc.",Pale Fire Capital Se,See Footnote 1,2022-05-10,929600,13.99,13006908,2.44,14.119999885559082,15.229999542236328,15.06999969482422,14.806666374206545,0.05515531677199057,12.65999984741211,13.270000457763672,14.119999885559082,13.350000063578285,-0.047940069915637866
2571,APPN,Appian Corp,Moran Colin T.,10% Owner,2022-05-06,250000,42.85,11563791,1.5,46.06000137329102,59.9000015258789,59.58000183105469,55.180001576741546,0.22345054774225764,42.52000045776367,45.27999877929688,49.7509994506836,45.850332895914704,0.06543753788496574
2572,OXY,Occidental Petroleum Corp,Buffett Warren E,10% Owner,2022-05-12,185419,57.34,10631666,1.5,64.47000122070311,68.73000335693361,69.16999816894531,67.45666758219403,0.14997283359524308,60.75,64.51000213623047,67.12000274658203,64.12666829427083,0.10583222978507924
2573,DUOL,"Duolingo, Inc.",Durable Capital Partners Lp,10% Owner,2022-05-09,136968,72.92,10311726,1.5,76.44999694824219,69.32499694824219,69.75,71.84166463216145,-0.0150098883894153,65.44000244140625,60.5,60.52999877929688,62.15666707356772,-0.1731645764354284
2574,SBUX,Starbucks Corp,Schultz Howard D,interim ceo,2022-05-10,137500,72.61,9991685,2.81,71.94999694824219,70.02999877929689,75.7300033569336,72.56999969482422,-0.0005511961601762769,69.95999908447266,68.38999938964844,71.87999725341797,70.07666524251303,-0.036150903424412656
2575,APPN,Appian Corp,Moran Colin T.,10% Owner,2022-05-05,193000,46.7,9135340,1.5,49.81000137329102,46.06000137329102,59.9000015258789,51.92333475748697,0.10059705875755227,42.18000030517578,42.52000045776367,45.27999877929688,43.32666651407877,-0.07785813581631262
2576,GTLB,Gitlab Inc.,Alphabet Inc.,Member of 10% Group,2022-05-10,255647,33.72,8858075,0.01,37.2400016784668,38.31999969482422,46.36999893188477,40.643333435058594,0.17034364186985182,34.34999847412109,32.11999893188477,40.099998474121094,35.52333196004232,0.05076471886338707
2577,HCP,"Hashicorp, Inc.",Ggv Capital Select L.p.,10% Owner,2022-05-09,243440,34.8,8674914,1.5,36.4900016784668,34.25,38.16999816894531,36.3033332824707,0.04141033746883513,30.56999969482422,30.0,29.26000022888184,29.943333307902023,-0.16219525869607535
2578,HCP,"Hashicorp, Inc.",Solomon Glenn,Director,2022-05-09,243440,34.8,8674914,2.1,36.4900016784668,34.25,38.16999816894531,36.3033332824707,0.04141033746883513,30.56999969482422,30.0,29.26000022888184,29.943333307902023,-0.16219525869607535
2579,GRPN,"Groupon, Inc.",Pale Fire Capital Se,See Footnote 1,2022-05-09,561677,13.25,8441433,2.44,14.729999542236328,14.119999885559082,15.229999542236328,14.693332990010582,0.09823046894750466,13.5,12.65999984741211,13.270000457763672,13.143333435058596,-0.008115640181271163
2580,HCP,"Hashicorp, Inc.",Solomon Glenn,Director,2022-05-06,168834,39.89,6881118,2.1,38.86999893188477,36.4900016784668,34.25,36.53666687011719,-0.09177994100566014,32.56999969482422,30.56999969482422,30.0,31.04666646321614,-0.2848400341872893
2581,HCP,"Hashicorp, Inc.",Ggv Capital Select L.p.,10% Owner,2022-05-06,168834,39.89,6881118,1.5,38.86999893188477,36.4900016784668,34.25,36.53666687011719,-0.09177994100566014,32.56999969482422,30.56999969482422,30.0,31.04666646321614,-0.2848400341872893
2582,FISV,Fiserv Inc,"Valueact Holdings Gp, Llc",See Remarks,2022-05-06,67050,94.96,6367068,2.1,95.45999908447266,95.62000274658205,94.66000366210938,95.24666849772137,0.0030097482908625125,93.3000030517578,91.86000061035156,91.83000183105469,92.33000183105469,-0.028484762447613436
2583,DFIN,"Donnelley Financial Solutions, Inc.","Simcoe Capital Management, Llc",10% Owner,2022-05-11,234157,26.85,6286624,1.5,28.61000061035156,29.489999771118164,29.01000022888184,29.03666687011719,0.07530708947753137,25.899999618530273,27.899999618530273,28.209999084472656,27.33666610717773,0.01780268688470208
2584,DFIN,"Donnelley Financial Solutions, Inc.",Jacobowitz Jeffrey,Director,2022-05-11,234157,26.83,6282402,2.25,28.61000061035156,29.489999771118164,29.01000022888184,29.03666687011719,0.07599587376842347,25.899999618530273,27.899999618530273,28.209999084472656,27.33666610717773,0.018534304995030164
